"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"13973","log_lik[3,29,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13974","log_lik[1,30,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13975","log_lik[2,30,114]",0.690868504239336,0.968135679685277,0.72914092972482,0.299775101194617,-0.776305189234607,1.21017249109577,1.00005633397166,7280.18576935332,4456.36732013831
"13976","log_lik[3,30,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13977","log_lik[1,31,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13978","log_lik[2,31,114]",2.99867050934682,3.35673454615268,0.958159446421964,0.435269267387444,1.12821198314523,3.70092631008685,1.00023912419776,3241.32988008914,2824.51802907558
"13979","log_lik[3,31,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13980","log_lik[1,32,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13981","log_lik[2,32,114]",1.24175661581803,1.68765030996859,1.27879374491426,0.875912846833884,-1.46501768744893,2.37326541338911,1.00075247203838,4399.37692430706,2771.60148219417
"13982","log_lik[3,32,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13983","log_lik[1,33,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13984","log_lik[2,33,114]",1.86093617606326,2.37199930671159,1.6472670666412,1.2232442654642,-1.41033914994621,3.37496457840128,1.00062302232726,9248.68734246176,3796.78265951979
